DATE,TIME,SITE,DATA ID,Barometer (mmHg),pH,pH (mV),ORP (mV),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (¡F),Sigma-T (s t),Sigma (s),ODO (% Sat),ODO (mg/L),ODO (% LocalB),Turbidty (FNU),TSS (mg/L)
10/27/17,9:39:48 AM,<None>,,752.8,6.05,53.9,171,38.7,52,0.02,53,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.4,0
10/27/17,9:40:18 AM,<None>,,752.8,6.04,54.5,172.6,38.7,52.1,0.02,53,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.28,0
10/27/17,9:40:48 AM,<None>,,752.8,6.03,54.8,173.6,38.7,52.1,0.02,53,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.3,0
10/27/17,9:41:18 AM,<None>,,752.9,6.03,54.7,174.1,38.7,52.1,0.02,53,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.34,0
10/27/17,9:41:48 AM,<None>,,752.9,6.04,54.3,174.3,38.7,52.1,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.3,0
10/27/17,9:42:18 AM,<None>,,752.9,6.04,54.1,174.6,38.7,52.1,0.02,53,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.28,0
10/27/17,9:42:48 AM,<None>,,752.9,6.05,53.9,175,38.7,52.1,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.32,0
10/27/17,9:43:18 AM,<None>,,752.9,6.04,54,175.6,38.8,52.2,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.26,0
10/27/17,9:43:48 AM,<None>,,752.9,6.04,54,176,38.8,52.2,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.33,0
10/27/17,9:44:18 AM,<None>,,752.9,6.05,53.8,176.4,38.8,52.2,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.38,0
10/27/17,9:44:48 AM,<None>,,753,6.05,53.8,176.8,38.8,52.2,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.29,0
10/27/17,9:45:18 AM,<None>,,753,6.05,53.6,177.1,38.8,52.2,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.43,0
10/27/17,9:45:48 AM,<None>,,753,6.05,53.6,177.6,38.8,52.2,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.34,0
10/27/17,9:46:18 AM,<None>,,752.9,6.05,53.6,178,38.8,52.2,0.02,53.2,34,52.8,-0.4,-0.4,94.7,10.31,95.6,0.27,0
10/27/17,9:46:48 AM,<None>,,753,6.05,53.6,178.4,38.8,52.2,0.02,53.1,34,52.8,-0.4,-0.4,94.7,10.32,95.6,0.31,0
