DATE,TIME,SITE,DATA ID,Barometer (mmHg),pH,pH (mV),ORP (mV),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (¡F),Sigma-T (s t),Sigma (s),ODO (% Sat),ODO (mg/L),ODO (% LocalB),Turbidty (FNU),TSS (mg/L)
9/14/17,11:08:27 AM,<None>,,744.2,6.33,32.7,186.1,14.7,18.3,0.01,18.5,12,58.8,-0.9,-0.9,97.5,9.86,99.6,0.47,0
9/14/17,11:08:57 AM,<None>,,744,6.33,32.7,186,14.7,18.3,0.01,18.5,12,58.8,-0.9,-0.9,97.5,9.86,99.6,0.53,0
9/14/17,11:09:27 AM,<None>,,744.1,6.33,32.6,185.9,14.7,18.2,0.01,18.5,12,58.8,-0.9,-0.9,97.5,9.86,99.6,0.52,0
9/14/17,11:09:57 AM,<None>,,744.1,6.33,32.6,186.3,14.7,18.3,0.01,18.5,12,58.8,-0.9,-0.9,97.5,9.86,99.6,0.5,0
9/14/17,11:10:27 AM,<None>,,744,6.33,32.4,186.3,14.7,18.3,0.01,18.5,12,58.8,-0.9,-0.9,97.6,9.86,99.7,0.47,0
9/14/17,11:10:57 AM,<None>,,744,6.33,32.4,186.5,14.7,18.2,0.01,18.5,12,58.8,-0.9,-0.9,97.5,9.86,99.6,0.49,0
9/14/17,11:11:27 AM,<None>,,744.1,6.33,32.4,186.8,14.7,18.2,0.01,18.5,12,58.8,-0.9,-0.9,97.5,9.85,99.6,0.42,0
9/14/17,11:11:57 AM,<None>,,744.1,6.33,32.4,186.9,14.7,18.2,0.01,18.5,12,58.8,-0.9,-0.9,97.5,9.86,99.6,0.49,0
9/14/17,11:12:27 AM,<None>,,744.1,6.33,32.3,187.1,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.44,0
9/14/17,11:12:57 AM,<None>,,744.1,6.33,32.4,187.3,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.47,0
9/14/17,11:13:27 AM,<None>,,744.1,6.33,32.4,187.2,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.43,0
9/14/17,11:13:57 AM,<None>,,744.2,6.33,32.4,187.5,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.45,0
9/14/17,11:14:27 AM,<None>,,744.1,6.33,32.4,187.5,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.43,0
9/14/17,11:14:57 AM,<None>,,744,6.33,32.4,187.8,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.42,0
9/14/17,11:15:27 AM,<None>,,744.2,6.33,32.3,187.9,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.4,0
9/14/17,11:15:57 AM,<None>,,744.2,6.33,32.3,188.3,14.7,18.3,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.41,0
9/14/17,11:16:27 AM,<None>,,744.2,6.33,32.3,188.5,14.7,18.3,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.38,0
9/14/17,11:16:57 AM,<None>,,744.1,6.33,32.4,188.8,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.39,0
9/14/17,11:17:27 AM,<None>,,744.2,6.33,32.3,189,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.4,0
9/14/17,11:17:57 AM,<None>,,744.2,6.34,32.2,189,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.84,99.6,0.42,0
9/14/17,11:18:27 AM,<None>,,744.2,6.34,32.2,189.2,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.85,99.6,0.39,0
9/14/17,11:18:57 AM,<None>,,744.2,6.34,32.2,189.4,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.84,99.6,0.39,0
9/14/17,11:19:27 AM,<None>,,744.1,6.34,32.2,189.7,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.84,99.6,0.38,0
9/14/17,11:19:57 AM,<None>,,744.1,6.34,32.2,190.1,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.84,99.6,0.32,0
9/14/17,11:20:27 AM,<None>,,744.1,6.34,32.1,190.4,14.7,18.2,0.01,18.5,12,58.9,-0.9,-0.9,97.5,9.84,99.6,0.34,0
9/14/17,11:20:57 AM,<None>,,744.1,6.34,32.1,190.7,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.5,9.84,99.6,0.37,0
9/14/17,11:21:27 AM,<None>,,744,6.34,32.1,190.6,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.5,9.84,99.6,0.33,0
9/14/17,11:21:57 AM,<None>,,744.1,6.34,32.1,190.5,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.5,9.84,99.6,0.32,0
9/14/17,11:22:27 AM,<None>,,744.1,6.34,32,190.7,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.5,9.84,99.6,0.35,0
9/14/17,11:22:57 AM,<None>,,744,6.34,31.9,190.8,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.38,0
9/14/17,11:23:27 AM,<None>,,744,6.34,32,191,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.37,0
9/14/17,11:23:57 AM,<None>,,744,6.34,32,191,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.32,0
9/14/17,11:24:27 AM,<None>,,744.1,6.34,31.9,191.1,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.32,0
9/14/17,11:24:57 AM,<None>,,744.1,6.34,32,191.2,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.32,0
9/14/17,11:25:27 AM,<None>,,744.1,6.34,32.1,191.6,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.26,0
9/14/17,11:25:57 AM,<None>,,744.1,6.34,32.1,191.8,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.32,0
9/14/17,11:26:27 AM,<None>,,744.1,6.34,32.1,192,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.29,0
9/14/17,11:26:57 AM,<None>,,744,6.34,32,192.3,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.28,0
9/14/17,11:27:27 AM,<None>,,744,6.34,32,192.5,14.8,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.31,0
9/14/17,11:27:57 AM,<None>,,744,6.34,31.9,192.8,14.8,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.27,0
9/14/17,11:28:27 AM,<None>,,744,6.34,31.9,193.1,14.7,18.2,0.01,18.5,12,59,-0.9,-0.9,97.6,9.84,99.7,0.25,0
9/14/17,11:28:57 AM,<None>,,744,6.34,31.9,193.4,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.6,9.83,99.7,0.32,0
9/14/17,11:29:27 AM,<None>,,743.9,6.34,31.9,193.4,14.7,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.6,9.83,99.7,0.26,0
9/14/17,11:29:57 AM,<None>,,743.9,6.34,32,193.6,14.7,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.6,9.83,99.7,0.26,0
9/14/17,11:30:27 AM,<None>,,744,6.34,32,193.8,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.6,9.83,99.7,0.27,0
9/14/17,11:30:57 AM,<None>,,744,6.34,32,193.7,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.6,9.83,99.7,0.26,0
9/14/17,11:31:27 AM,<None>,,744,6.34,32.1,193.9,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.6,9.83,99.7,0.26,0
9/14/17,11:31:57 AM,<None>,,744,6.34,32,194.2,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.6,9.83,99.7,0.29,0
9/14/17,11:32:27 AM,<None>,,744.1,6.34,32,194.5,14.7,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.6,9.83,99.6,0.22,0
9/14/17,11:32:57 AM,<None>,,743.9,6.34,32,194.6,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.83,99.6,0.24,0
9/14/17,11:33:27 AM,<None>,,744,6.34,32,194.9,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.83,99.6,0.24,0
9/14/17,11:33:57 AM,<None>,,743.9,6.34,32,195.1,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.83,99.7,0.22,0
9/14/17,11:34:27 AM,<None>,,744,6.34,32.2,195.2,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.82,99.6,0.18,0
9/14/17,11:34:57 AM,<None>,,744.1,6.34,32.2,195.4,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.82,99.6,0.22,0
9/14/17,11:35:27 AM,<None>,,744.1,6.34,32.1,195.2,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.82,99.6,0.24,0
9/14/17,11:35:57 AM,<None>,,744,6.34,32.1,195.2,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.82,99.6,0.19,0
9/14/17,11:36:27 AM,<None>,,744.1,6.34,32.1,195.6,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.82,99.6,0.3,0
9/14/17,11:36:57 AM,<None>,,744,6.34,32.2,195.6,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.82,99.6,0.18,0
9/14/17,11:37:27 AM,<None>,,743.9,6.34,32.2,195.6,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.82,99.6,0.24,0
9/14/17,11:37:57 AM,<None>,,744,6.34,32.1,195.8,14.8,18.2,0.01,18.5,12,59.1,-0.9,-0.9,97.5,9.82,99.6,0.23,0
9/14/17,11:38:27 AM,<None>,,744,6.34,32.1,196.2,14.8,18.2,0.01,18.5,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.21,0
9/14/17,11:38:57 AM,<None>,,743.9,6.34,32.1,196.7,14.8,18.2,0.01,18.5,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.19,0
9/14/17,11:39:27 AM,<None>,,743.9,6.34,32,196.9,14.8,18.3,0.01,18.5,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.2,0
9/14/17,11:39:57 AM,<None>,,744,6.34,32.1,197.1,14.8,18.3,0.01,18.6,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.15,0
9/14/17,11:40:27 AM,<None>,,743.9,6.34,32.1,197.2,14.8,18.3,0.01,18.6,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.21,0
9/14/17,11:40:57 AM,<None>,,744.1,6.34,32.1,197.4,14.8,18.3,0.01,18.6,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.26,0
9/14/17,11:41:27 AM,<None>,,743.9,6.33,32.2,197.5,14.9,18.3,0.01,18.6,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.23,0
9/14/17,11:41:57 AM,<None>,,744,6.34,32.2,197.8,14.9,18.3,0.01,18.6,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.21,0
9/14/17,11:42:27 AM,<None>,,743.9,6.34,32,198,14.9,18.4,0.01,18.7,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.19,0
9/14/17,11:42:57 AM,<None>,,744,6.34,32,198.4,15,18.4,0.01,18.7,12,59.2,-0.9,-0.9,97.5,9.81,99.6,0.17,0
9/14/17,11:43:27 AM,<None>,,744,6.34,32.2,198.6,15,18.5,0.01,18.7,12,59.2,-0.9,-0.9,97.5,9.8,99.6,0.16,0
9/14/17,11:43:57 AM,<None>,,744,6.34,32.1,199,15,18.5,0.01,18.8,12,59.2,-0.9,-0.9,97.5,9.8,99.6,0.17,0
9/14/17,11:44:27 AM,<None>,,744,6.34,32.1,199.3,15.1,18.6,0.01,18.9,12,59.2,-0.9,-0.9,97.5,9.8,99.6,0.21,0
9/14/17,11:44:57 AM,<None>,,744,6.34,32.1,199.6,15.1,18.7,0.01,18.9,12,59.2,-0.9,-0.9,97.5,9.8,99.6,0.21,0
9/14/17,11:45:27 AM,<None>,,744,6.34,32.1,199.9,15.2,18.7,0.01,19,12,59.2,-0.9,-0.9,97.5,9.8,99.6,0.21,0
9/14/17,11:45:57 AM,<None>,,744,6.34,32.1,200.2,15.3,18.8,0.01,19.1,12,59.3,-0.9,-0.9,97.5,9.8,99.6,0.23,0
9/14/17,11:46:27 AM,<None>,,744,6.34,32.2,200.2,15.4,18.9,0.01,19.2,12,59.3,-0.9,-0.9,97.5,9.8,99.6,0.19,0
9/14/17,11:46:57 AM,<None>,,743.9,6.34,32.2,200.3,15.4,19,0.01,19.3,12,59.3,-0.9,-0.9,97.5,9.8,99.6,0.18,0
9/14/17,11:47:27 AM,<None>,,743.9,6.34,32.2,200.5,15.6,19.2,0.01,19.5,12,59.3,-0.9,-0.9,97.5,9.8,99.6,0.16,0
9/14/17,11:47:57 AM,<None>,,743.9,6.33,32.3,200.6,15.7,19.3,0.01,19.6,13,59.3,-0.9,-0.9,97.5,9.8,99.6,0.2,0
9/14/17,11:48:27 AM,<None>,,743.9,6.33,32.3,200.5,15.8,19.5,0.01,19.8,13,59.3,-0.9,-0.9,97.5,9.8,99.6,0.19,0
9/14/17,11:48:57 AM,<None>,,743.9,6.33,32.4,200.5,16,19.6,0.01,19.9,13,59.3,-0.9,-0.9,97.5,9.79,99.6,0.16,0
9/14/17,11:49:27 AM,<None>,,744,6.33,32.3,200.7,16.1,19.8,0.01,20.1,13,59.3,-0.9,-0.9,97.5,9.79,99.6,0.21,0
9/14/17,11:49:57 AM,<None>,,743.9,6.33,32.4,200.9,16.3,20.1,0.01,20.4,13,59.3,-0.9,-0.9,97.5,9.79,99.6,0.19,0
9/14/17,11:50:27 AM,<None>,,743.9,6.33,32.4,201.1,16.5,20.3,0.01,20.6,13,59.3,-0.9,-0.9,97.5,9.79,99.6,0.25,0
9/14/17,11:50:57 AM,<None>,,743.8,6.33,32.4,201.3,16.7,20.5,0.01,20.8,13,59.3,-0.9,-0.9,97.5,9.79,99.6,0.2,0
9/14/17,11:51:27 AM,<None>,,743.9,6.33,32.4,201.7,16.8,20.7,0.01,21,13,59.3,-0.9,-0.9,97.5,9.79,99.6,0.2,0
9/14/17,11:51:57 AM,<None>,,743.9,6.33,32.5,201.7,17.1,21.1,0.01,21.4,14,59.3,-0.9,-0.9,97.5,9.79,99.6,0.18,0
9/14/17,11:52:27 AM,<None>,,743.9,6.33,32.5,201.8,17.3,21.3,0.01,21.6,14,59.3,-0.9,-0.9,97.5,9.79,99.6,0.2,0
9/14/17,11:52:57 AM,<None>,,743.9,6.33,32.5,202.1,17.6,21.6,0.01,22,14,59.3,-0.9,-0.9,97.5,9.79,99.6,0.22,0
9/14/17,11:53:27 AM,<None>,,743.9,6.33,32.6,202.3,17.8,21.9,0.01,22.3,14,59.3,-0.9,-0.9,97.5,9.79,99.6,0.2,0
9/14/17,11:53:57 AM,<None>,,743.9,6.33,32.7,202.4,18.2,22.4,0.01,22.7,15,59.3,-0.9,-0.9,97.5,9.79,99.6,0.2,0
9/14/17,11:54:27 AM,<None>,,743.9,6.33,32.7,202.6,18.4,22.7,0.01,23,15,59.3,-0.9,-0.9,97.5,9.79,99.6,0.18,0
9/14/17,11:54:57 AM,<None>,,743.9,6.33,32.7,202.9,18.7,23,0.01,23.4,15,59.3,-0.9,-0.9,97.5,9.79,99.6,0.21,0
9/14/17,11:55:27 AM,<None>,,743.9,6.33,32.7,203.1,19,23.4,0.01,23.8,15,59.4,-0.9,-0.9,97.5,9.79,99.6,0.24,0
9/14/17,11:55:57 AM,<None>,,743.9,6.33,32.7,203.3,19.4,23.8,0.01,24.2,16,59.4,-0.9,-0.9,97.5,9.79,99.6,0.2,0
9/14/17,11:56:27 AM,<None>,,743.8,6.33,32.8,203.6,19.8,24.3,0.01,24.7,16,59.4,-0.9,-0.9,97.5,9.79,99.6,0.19,0
9/14/17,11:56:57 AM,<None>,,743.9,6.32,32.9,203.8,20.1,24.7,0.01,25.1,16,59.4,-0.9,-0.9,97.5,9.79,99.6,0.18,0
9/14/17,11:57:27 AM,<None>,,743.9,6.32,33,204,20.6,25.4,0.01,25.7,16,59.4,-0.9,-0.9,97.5,9.79,99.6,0.23,0
9/14/17,11:57:57 AM,<None>,,743.9,6.32,33.1,203.8,21.1,26,0.01,26.4,17,59.4,-0.9,-0.9,97.5,9.78,99.6,0.2,0
9/14/17,11:58:27 AM,<None>,,743.9,6.32,33.1,203.4,21.6,26.5,0.01,26.9,17,59.4,-0.9,-0.9,97.5,9.78,99.6,0.25,0
9/14/17,11:58:57 AM,<None>,,743.8,6.32,33.1,203.4,21.9,27,0.01,27.4,18,59.4,-0.9,-0.9,97.5,9.78,99.6,0.21,0
9/14/17,11:59:27 AM,<None>,,743.8,6.32,33.1,203.5,22.3,27.5,0.01,27.9,18,59.4,-0.9,-0.9,97.5,9.78,99.6,0.21,0
9/14/17,11:59:57 AM,<None>,,743.9,6.32,33.2,203.3,22.8,28,0.01,28.5,18,59.4,-0.9,-0.9,97.5,9.78,99.6,0.21,0
9/14/17,12:00:27 PM,<None>,,743.9,6.32,33.2,203.3,23.3,28.7,0.01,29.1,19,59.4,-0.9,-0.9,97.5,9.78,99.6,0.24,0
9/14/17,12:00:57 PM,<None>,,743.9,6.32,33.2,203.2,23.7,29.1,0.01,29.5,19,59.4,-0.9,-0.9,97.5,9.78,99.6,0.23,0
9/14/17,12:01:27 PM,<None>,,743.9,6.32,33.2,203.3,24.1,29.7,0.01,30.1,19,59.4,-0.9,-0.9,97.5,9.78,99.6,0.22,0
9/14/17,12:01:57 PM,<None>,,743.9,6.32,33.2,203.4,24.6,30.3,0.01,30.7,20,59.4,-0.9,-0.9,97.5,9.78,99.6,0.26,0
9/14/17,12:02:27 PM,<None>,,743.9,6.32,33.4,203.5,25.2,30.9,0.01,31.4,20,59.5,-0.9,-0.9,97.5,9.78,99.6,0.21,0
9/14/17,12:02:57 PM,<None>,,743.9,6.32,33.3,203.8,25.8,31.7,0.01,32.2,21,59.5,-0.9,-0.9,97.5,9.78,99.6,0.24,0
9/14/17,12:03:27 PM,<None>,,743.9,6.32,33.3,203.9,26.2,32.1,0.01,32.6,21,59.5,-0.9,-0.9,97.5,9.78,99.6,0.22,0
